,岗位名称,薪资待遇,岗位地区,公司福利,公司名称,岗位需要技能,salary1,学历要求,工作经验要求,福利数量,需求技能数量,公司类型,融资情况,公司人数
352,测试工程师,6.0,南昌,全勤奖，通讯补贴，意外险，工龄奖，夜班补助，保底工资，交通补助，有无线网，餐补，加班补助，住房补贴，生日福利，年终奖,科链九维,功能测试，性能测试，压力测试，计算机相关专业,12,大专,1-3年,13,4,电子商务,不需要融资,0-20人
353,测试工程师,14.0,北京,定期体检，交通补助，五险一金，节日福利，补充医疗保险，带薪年假，加班补助,独角蜂,功能测试，性能测试，自动化测试，寿险行业,12,本科,3-5年,7,4,计算机软件,未知,100-499人
354,测试工程师,8.5,佛山,生日福利，节日福利，员工旅游,韦奇伍德,功能测试，性能测试，测试工作经验,12,大专,3-5年,3,3,家具/家电/家居,未融资,100-499人
355,测试工程师,8.5,无锡,生日福利，节日福利，带薪年假，加班补助，零食下午茶，员工旅游，法定节假日三薪，团建聚餐，保底工资，底薪加提成，五险一金，定期体检，有无线网，绩效奖金,恒为信息科技,功能测试，性能测试，自动化测试,12,大专,3-5年,14,3,互联网,天使轮,20-99人
356,测试工程师,22.5,北京,餐补，住房补贴，带薪年假，节日福利，免费班车，年终奖，补充医疗保险，五险一金，全勤奖,京东乾石,Java，Python，SQL，Linux，MySQL，接口自动化测试,14,本科,3-5年,9,6,互联网,已上市,10000人以上
357,测试工程师,8.5,常州,年终奖，员工旅游，住房补贴，加班补助，五险一金，餐补，股票期权，带薪年假,绿能新能源,性能测试,12,大专,在校/应届,8,1,检测/认证,未知,0-20人
358,测试工程师,13.5,南京,餐补，节日福利，交通补助，加班补助，零食下午茶，年终奖，全勤奖，五险一金，住房补贴，定期体检，股票期权，带薪年假，员工旅游,中安智能,Linux，性能测试，功能测试，Python,15,本科,1-3年,13,4,计算机软件,A轮,100-499人
359,测试工程师,10.5,广州,交通补助，通讯补贴，定期体检，带薪年假，意外险，补充医疗保险，年终奖，五险一金，朝九晚六，股票期权，餐补,神州信息,自动化测试，性能测试，计算机相关专业，测试工作经验,12,本科,3-5年,11,4,计算机软件,已上市,10000人以上
360,测试工程师,13.5,深圳,定期体检，五险一金，补充医疗保险，加班补助，年终奖，员工旅游，股票期权，带薪年假，节日福利,创维光伏,计算机相关专业,16,本科,1-3年,9,1,新能源,未融资,100-499人
361,测试工程师,27.0,深圳,包吃，员工旅游，通讯补贴，交通补助，年终奖，股票期权，餐补，五险一金，带薪年假，免费班车，定期体检，节日福利，零食下午茶，加班补助,顺丰科技,自动化测试，性能测试，功能测试,12,本科,经验不限,14,3,互联网,不需要融资,1000-9999人
362,测试工程师,16.0,深圳,年终奖，股票期权，五险一金，全勤奖，员工旅游，带薪年假，定期体检，餐补，节日福利，零食下午茶,辰卓科技,系统测试，示波器，万用表,12,本科,3-5年,10,3,通信/网络设备,A轮,20-99人
363,测试工程师,7.5,杭州,五险一金，绩效奖金，生日福利，带薪年假，员工旅游，节日福利，定期体检，零食下午茶,迦智科技,功能测试，系统测试，机器人，Linux，人工智能，自动化测试,12,本科,1-3年,8,6,计算机软件,C轮,100-499人
364,测试工程师,9.0,珠海,,洁源电器,性能测试，测试工作经验，嵌入式测试,12,本科,经验不限,0,3,汽车零部件,未知,100-499人
365,测试工程师,12.5,苏州,股票期权，住宿，年终奖，定期体检，免费班车，节日福利，餐补，五险一金，带薪年假,三一重机有限公司,Java，SQL，测试开发,12,本科,3-5年,9,3,机械设备/机电/重工,已上市,10000人以上
366,测试工程师,7.5,石家庄,包吃，免费班车，五险一金，带薪年假，住房补贴，餐补，节日福利,神玥软件,功能测试，压力测试，性能测试，MySQL，JMeter,12,本科,经验不限,7,5,计算机软件,已上市,1000-9999人
367,测试工程师,8.5,洛阳,通讯补贴，节日福利，零食下午茶，带薪年假，股票期权，定期体检，年终奖，五险一金,视微,功能测试，性能测试，压力测试,15,大专,1-3年,8,3,医疗设备/器械,C轮,100-499人
368,测试工程师,12.5,西安,,淼净,系统测试,13,大专,1-3年,0,1,移动互联网,未知,100-499人
369,测试工程师,12.5,北京,五险一金，定期体检，补充医疗保险，零食下午茶，节日福利，股票期权，带薪年假，年终奖，免费班车，通讯补贴，餐补，全勤奖，员工旅游,世纪高通,性能测试，Postman，Jmeter,16,本科,1-3年,13,3,数据服务,不需要融资,100-499人
370,测试工程师,16.0,北京,不扣考勤，带薪年假，图书补助，年终奖，餐补，股票期权，两餐，五险一金，零食下午茶，交通补助，节日福利,客知音,测试工程师，自动化测试，Python，Shell，网络协议,12,大专,1-3年,11,5,计算机软件,A轮,20-99人
371,测试工程师,4.5,湛江,,天盈,功能测试，性能测试，系统测试，测试开发,12,大专,经验不限,0,4,贸易/进出口,未知,0-20人
372,测试工程师,12.5,深圳,,上海瑞应人才科技,功能测试，移动端，产险，平安,12,大专,5-10年,0,4,计算机软件,未知,500-999人
373,测试工程师,30.0,杭州,五险一金,蚂蚁智信(杭州)信息,测试工程师，接口测试，测试开发，白盒测试，Java，Shell,12,本科,3-5年,1,6,互联网,未知,1000-9999人
374,测试工程师,12.5,北京,团建聚餐，工龄奖，零食下午茶，底薪加提成，定期体检，餐补，五险一金，节日福利，生日福利，保底工资，免费工装，员工旅游,36氪集团,功能测试，web测试，手机测试,12,本科,1-3年,12,3,互联网,已上市,1000-9999人
375,测试工程师,12.5,武汉,带薪年假，补充医疗保险，五险一金，年终奖，生日福利，团建旅游，带薪病假，餐补，通讯补贴,上扬软件,功能测试，性能测试，压力测试，JMeter，Selenium,15,本科,1-3年,9,5,计算机软件,C轮,100-499人
376,测试工程师,19.0,北京,五险一金，补充医疗保险，免费班车，餐补,京东科技集团,功能测试，性能测试，自动化测试,12,本科,3-5年,4,3,互联网,不需要融资,1000-9999人
377,测试工程师,7.0,成都,加班补助，团建聚餐，股票期权，定期体检，绩效奖金,钦原科技,手机测试，性能测试，压力测试，功能测试，计算机相关专业,12,本科,经验不限,5,5,计算机软件,未融资,1000-9999人
378,测试工程师,13.5,东莞,员工旅游，补充医疗保险，定期体检，带薪年假，全勤奖，年终奖，加班补助，五险一金，免费班车，餐补，交通补助,联滔电子,计算机相关专业，通信相关专业，测试工作经验,12,大专,3-5年,11,3,电子/半导体/集成电路,已上市,未知
379,测试工程师,4.5,佛山,零食下午茶，五险一金，生日福利，宿舍有空调，通讯补贴，年终奖，团建聚餐，培训，带薪年假，餐补，加班补助，高温补贴，节日福利，包住，绩效奖金，底薪加提成，节假日加班费，员工旅游，包吃,沃特检验集团,功能测试，性能测试，安全测试，负载测试,12,大专,经验不限,19,4,其他行业,未融资,1000-9999人
380,测试工程师,17.5,上海,节日福利，补充医疗保险，带薪年假，餐补，股票期权，通讯补贴，交通补助，五险一金，定期体检，零食下午茶，年终奖,奇安信集团,功能测试，自动化测试,12,学历不限,3-5年,11,2,信息安全,已上市,1000-9999人
381,测试工程师,10.0,苏州,餐补，住房补贴，免费班车，年终奖，节日福利，员工旅游，全勤奖，带薪年假，补充医疗保险，定期体检，加班补助，五险一金，包吃,立讯科技,测试开发,12,大专,3-5年,13,1,电子/半导体/集成电路,不需要融资,未知
382,测试工程师,12.5,广州,节日福利，五险一金，带薪年假，零食下午茶，交通补助，餐补，年终奖，股票期权，定期体检，免费班车，补充医疗保险，员工旅游,阿里巴巴智能信息事业群,Python，Java，自动化测试，接口测试，性能测试，B/S端,13,本科,3-5年,12,6,互联网,已上市,1000-9999人
383,测试工程师,8.0,秦皇岛,团建聚餐，节日福利，全勤奖，五险一金，绩效奖金,秦皇岛米泽科技,功能测试，性能测试,13,本科,1-3年,5,2,互联网,未知,0-20人
384,测试工程师,4.5,无锡,,今腾电子,autocad,12,大专,1年以内,0,1,日化,未融资,100-499人
385,测试工程师,22.0,嘉兴,宿舍有空调，生日福利，餐补，高温补贴，五险一金，通讯补贴，加班补助，包住，工龄奖，包吃，绩效奖金，团建聚餐，定期体检，年终奖，免费工装，法定节假日三薪，有无线网，带薪年假，员工旅游，节日福利,海得新能源,功能测试，性能测试，自动化测试，测试工作经验,15,本科,5-10年,20,4,互联网,未融资,100-499人
386,测试工程师,9.0,湖州,包住，有无线网，交通补助，加班补助，生日福利，通讯补贴，节日福利，带薪年假，宿舍有空调，免费班车，定期体检，餐补，住房补贴，年终奖，团建聚餐，全勤奖，五险一金，免费工装,天能帅福得,性能测试，功能测试,13,本科,经验不限,18,2,新能源,已上市,1000-9999人
387,支付类测试工程师,12.5,上海,节日福利，带薪年假，五险一金，员工旅游，定期体检，年终奖,龙诺,功能测试，软件测试，黑盒测试,12,大专,3-5年,6,3,电子商务,未融资,20-99人
388,测试工程师,6.5,温州,员工旅游，餐补，全勤奖，年终奖，加班补助，带薪年假，保底工资，绩效奖金，零食下午茶，交通补助，生日福利，节日福利,易天科技,功能测试，性能测试，JMeter，Postman，Fiddler,13,大专,1-3年,12,5,计算机软件,未融资,20-99人
389,汽车电子测试工程师,14.5,保定,,回城信息科技技术,软件测试,12,大专,3-5年,0,1,计算机软件,未知,100-499人
390,测试工程师,6.5,西安,,优能科技,功能测试，压力测试，JMeter，Postman，测试工作经验,12,大专,1-3年,0,5,计算机软件,未知,20-99人
391,测试工程师,10.5,天津,,天津中汽研新能源...,功能测试，性能测试，测试工作经验，自动化测试经验,12,本科,1-3年,0,4,检测/认证,未知,100-499人
392,tbox测试工程师,14.0,上海,,埃维汽车,tbox，IAM，ICB,13,本科,3-5年,0,3,互联网,未知,500-999人
393,测试工程师（实习）,4.0,北京,年终奖，带薪年假，加班补助，节日福利，员工旅游，餐补，五险一金，绩效奖金，交通补助，年度调薪,搜狐焦点,测试,12,本科,经验不限,10,1,互联网,未融资,0-20人
394,NPI测试工程师,10.5,苏州,五险一金，补充医疗保险，定期体检,诺达佳,功能测试，性能测试，自动化测试,12,大专,1-3年,3,3,计算机硬件,不需要融资,100-499人
395,测试工程师助理,10.5,呼和浩特,全勤奖，年终奖,湖南新中天防雷检...,防雷检测,12,本科,在校/应届,2,1,检测/认证,不需要融资,0-20人
396,雷达测试工程师,15.0,北京,全勤奖，绩效奖金，餐补，零食下午茶，免费工装，团建聚餐，股票期权，生日福利，交通补助，五险一金，节假日加班费,陕西智星空间科技...,Windows，Linux，测试开发，自动化测试，通信测试,12,本科,经验不限,11,5,船舶/航空/航天,A轮,20-99人
397,SMT测试工程师,11.0,潍坊,五险一金，定期体检，年终奖，带薪年假，住房补贴，股票期权，节日福利，员工旅游，免费班车，餐补，全勤奖，加班补助,歌尔,硬件测试，SMT测试，贴片机富士NXT系列，松下NPM系列,14,本科,3-5年,12,4,智能硬件,已上市,10000人以上
398,TE测试工程师,10.5,青岛,,鼎新电子,自动化测试，性能测试，功能测试,12,本科,3-5年,0,3,电子/半导体/集成电路,未知,500-999人
399,测试工程师助理,8.0,南昌,交通补助，餐补，员工旅游，底薪加提成,南昌乃知文化传播,Java，Python，Golang,12,大专,1年以内,4,3,其他服务业,未融资,0-20人
400,测试工程师-汽车电子,14.0,武汉,高温补贴，交通补助，股票期权，补充医疗保险，带薪年假，通讯补贴，餐补，定期体检，年终奖，生日福利，免费班车，团建聚餐，五险一金，免息住房借款,海康威视,音视频，摄像头，汽车电子，软件测试，PC测试，硬件测试,15,本科,经验不限,14,6,计算机软件,已上市,10000人以上
401,资深测试工程师,35.0,上海,五险一金，定期体检，年终奖，绩效奖金，节日福利，加班补助，带薪年假，股票期权，交通补助，零食下午茶，生日福利，餐补,得物App,Java，Python，计算机相关专业,16,本科,5-10年,12,3,电子商务,B轮,1000-9999人
402,资深测试工程师,30.0,上海,,恒羽投资,自动化测试，渗透测试，压力测试，Java，Python,12,本科,5-10年,0,5,食品/饮料/烟酒,未知,100-499人
403,TE测试工程师,11.5,东莞,定期体检，员工旅游，节日福利，五险一金，生日福利，全勤奖，带薪年假，宿舍有空调，团建聚餐，交通补助，包吃，餐补，工龄奖，免费工装，有无线网,祐富百胜宝电器,功能测试，性能测试，自动化测试，测试工作经验,12,本科,1-3年,15,4,家具/家电/家居,不需要融资,1000-9999人
404,装备测试工程师,8.0,南阳,员工旅游，底薪加提成，有无线网，年终奖，法定节假日三薪，补充医疗保险，股票期权，高温补贴，团建聚餐，节日福利，包住，带薪年假，宿舍有空调，餐补，保底工资，绩效奖金，节假日加班费，加班补助，定期体检，五险一金,牧原智能科技,功能测试，自动化测试，渗透测试，测试工作经验,12,大专,3-5年,20,4,智能硬件,未融资,1000-9999人
405,雷达测试工程师,12.5,北京,餐补，零食下午茶，定期体检，股票期权，带薪年假，年终奖，交通补助，补充医疗保险，节日福利，住房补贴，五险一金,微度芯创,Vision,12,本科,1年以内,11,1,电子/半导体/集成电路,A轮,100-499人
406,测试工程师（c++）-汽车,22.5,苏州,五险一金，节日福利，年终奖，股票期权，带薪年假，员工旅游，定期体检，调薪制度，通讯补贴,瀚川智能科技,MySQL,13,本科,3-5年,9,1,智能硬件,已上市,1000-9999人
407,测试工程师（性能测试）,10.5,成都,团建聚餐，交通补助，定期体检，工龄奖，带薪年假，年终奖，生日福利，零食下午茶，五险一金，节日福利，补充医疗保险,天府市民云,功能测试，性能测试，压力测试，JMeter，MySQL,12,本科,1-3年,11,5,数据服务,不需要融资,20-99人
408,数据库一体机测试工程师,12.5,武汉,五险一金，零食下午茶，带薪年假，餐补，补充医疗保险，交通补助，节日福利，通讯补贴,达梦数据库,自动化测试，计算机相关专业，测试工作经验，自动化测试经验,12,本科,3-5年,8,4,计算机软件,D轮及以上,1000-9999人
409,诊断测试工程师,14.5,北京,带薪年假，免费班车，五险一金，年终奖，定期体检，员工旅游,凌咚北京,测试工作经验，英语口语交流，以太网测试，车载诊断测试,12,本科,3-5年,6,4,互联网,未融资,20-99人
410,fpga测试工程师,12.5,北京,,国家空间科学中心,功能测试，性能测试，嵌入式测试，测试工作经验,12,本科,经验不限,0,4,学术/科研,未知,1000-9999人
411,ssd测试工程师,22.5,成都,生日福利，五险一金，住房补贴，零食下午茶，股票期权，带薪年假，补充医疗保险，员工旅游，定期体检，夜班补助，节日福利，团建聚餐，年终奖,德明利,自动化测试，Python，Shell,15,本科,3-5年,13,3,电子/半导体/集成电路,已上市,100-499人
412,连接器测试工程师,10.0,厦门,加班补助，五险一金，带薪年假，全勤奖，包吃，法定节假日三薪，夜班补助，节假日加班费，节日福利，团建聚餐，员工旅游，工龄奖，高温补贴，绩效奖金，年终奖,广泓,功能测试，性能测试，连接器测试，实验室测试,13,大专,3-5年,15,4,原材料及加工/模具,未融资,100-499人
413,系统集成测试工程师,10.5,沈阳,通讯补贴，餐补，节日福利，年终奖，零食下午茶，带薪年假，五险一金,佰为深,功能测试，嵌入式测试，自动化测试,13,本科,5-10年,7,3,医疗设备/器械,A轮,20-99人
414,FA测试工程师,12.0,南京,五险一金，免费班车，住房补贴，餐补，加班补助,南京欣旺达,FA失效分析,13,本科,3-5年,5,1,新能源,已上市,1000-9999人
415,测试工程师（天津）,11.5,天津,五险一金，补充医疗保险，定期体检，节日福利,中电金信,功能测试，性能测试，自动化测试，Python，Postman,12,本科,经验不限,4,5,计算机软件,B轮,10000人以上
416,水平衡测试工程师,10.5,保定,,秦皇岛禹都水利工...,自动化测试，压力测试，计算机相关专业，测试工作经验,12,学历不限,3-5年,0,4,电力/热力/燃气/水利,未知,0-20人
417,轮胎测试工程师（室内测试，NVH测试）,7.5,济宁,年终奖，节日福利，年终奖，餐补，定期体检，包住，工龄奖，五险一金,倍耐力轮胎有限公司,性能测试，功能测试,13,硕士,1年以内,8,2,汽车生产,不需要融资,1000-9999人
418,电脑硬件测试工程师,8.5,深圳,加班补助，定期体检，年终奖，全勤奖，五险一金，带薪年假，节日福利，员工旅游，通讯补贴,OBOO鸥柏,功能测试，性能测试，硬件测试,12,大专,1-3年,9,3,计算机硬件,不需要融资,20-99人
419,AI算法测试工程师,25.0,上海,零食下午茶，五险一金，节日福利，年终奖，定期体检，补充医疗保险，员工旅游，包吃，带薪年假，股票期权,闪马智能,计算机相关专业，测试工作经验，算法测试，算法模型，交通,13,本科,5-10年,10,5,计算机软件,C轮,100-499人
420,测试工程师（中高级）,12.5,上海,五险一金，全勤奖，年终奖，带薪年假，餐补，节日福利，住房补贴，交通补助,恒创软件,自动化测试，Python，测试工作经验，自动化测试经验,12,大专,3-5年,8,4,计算机软件,未知,20-99人
421,测试工程师-安卓/iOS,7.5,成都,节日福利，五险一金，股票期权，零食下午茶，年终奖,火荼科技,功能测试，性能测试，自动化测试，Java，Python，MySQL,13,本科,1-3年,5,6,移动互联网,不需要融资,20-99人
422,高级分布式存储测试工程师,16.0,长沙,生日福利，定期体检，五险一金，带薪年假，团建聚餐，餐补，节日福利，股票期权，免费班车，通讯补贴，补充医疗保险，员工旅游,同有科技,功能测试，性能测试，Python，Shell,14,本科,3-5年,12,4,数据服务,已上市,100-499人
423,资深测试工程师/经理,30.0,上海,定期体检，带薪年假，员工旅游，五险一金，零食下午茶，节日福利，年终奖，餐补,艾科诺,功能测试，性能测试，自动化测试，pcr，医疗器械,14,本科,5-10年,8,5,医疗设备/器械,A轮,20-99人
424,CP/FT测试工程师,26.5,合肥,五险一金，补充医疗保险，定期体检，交通补助，带薪年假，年终奖，餐补，节日福利,大唐存储,自动化测试，硬件测试，Shell,15,本科,5-10年,8,3,电子/半导体/集成电路,未融资,100-499人
425,智能驾驶测试工程师,8.0,重庆,五险一金，意外险，工龄奖，带薪年假，员工旅游，零食下午茶，通讯补贴，团建聚餐，年终奖，定期体检,泽尔测试,自动化测试经验，计算机相关专业，通信相关专业，智能驾驶,13,本科,1-3年,10,4,汽车零部件,未融资,100-499人
426,集成电路测试工程师,10.5,南京,,艾创微,集成电路测试，测试工程师，集成电路芯片测试,12,本科,1-3年,0,3,互联网,A轮,20-99人
427,自动驾驶测试工程师,17.5,上海,,坤浪科技,自动化测试，Python，C++，测试工作经验，计算机相关专业,12,硕士,3-5年,0,5,汽车生产,未知,20-99人
428,测试工程师（银行项目）,11.0,成都,补充医疗保险，节日福利，零食下午茶，员工旅游，股票期权，出差，定期体检，住房补贴，带薪年假，年终奖，五险一金，加班补助,捷科智诚,对公信贷，国结，银行测试,12,大专,3-5年,12,3,计算机软件,已上市,10000人以上
429,电器测试工程师（主管）,8.0,金华,加班补助，餐补，全勤奖，五险一金，节日福利,浙江航佳工贸有限公司,功能测试，性能测试，自动化测试，测试工作经验,12,大专,1-3年,5,4,家具/家电/家居,未融资,100-499人
430,测试工程师+福利待遇好,6.0,咸宁,,香城到家,移动端测试，PC测试,12,大专,1-3年,0,2,互联网,未知,100-499人
431,首件测试工程师,12.5,长沙,带薪年假，五险一金，股票期权，节日福利，定期体检，员工旅游，年终奖,进芯电子,性能测试，功能测试，Pcb，MCU，Arm,15,大专,1-3年,7,5,电子/半导体/集成电路,C轮,100-499人
432,轻工玩具物理测试工程师,6.5,宁波,加班补助，五险一金，带薪年假，年终奖,宁波恒实质量检测...,功能测试,12,大专,1年以内,4,1,检测/认证,未融资,500-999人
433,5G通信测试工程师,18.0,广州,定期体检，五险一金，年终奖，加班补助，零食下午茶，年底双薪，节日福利，带薪年假，员工旅游,世炬网络,功能测试，性能测试，自动化测试,13,本科,3-5年,9,3,通信/网络设备,C轮,100-499人
434,系统集成测试工程师,15.5,武汉,免费班车，住房补贴，定期体检，节日福利，员工旅游，带薪年假，股票期权，五险一金，补充医疗保险，餐补，年终奖,武汉联影,硬件测试，性能测试，系统测试，Android，iOS，功能测试,12,硕士,1-3年,11,6,医疗设备/器械,不需要融资,1000-9999人
435,自动驾驶仿真资深测试工程师,17.5,苏州,免费停车，定期体检，健身房，交通补助，年终奖，意外险，补充医疗保险，通讯补贴，带薪年假，生日福利，有无线网，绩效奖金，餐补，工龄奖，五险一金，高温补贴，篮球场，篮球场,清华汽研院,LabView，prescan，carsim，simulink,14,本科,1-3年,18,4,汽车零部件,不需要融资,100-499人
436,车载以太网测试工程师,8.5,沈阳,零食下午茶，通讯补贴，餐补，节日福利，五险一金，带薪年假，年终奖，股票期权,东信创智,功能测试，性能测试，自动化测试，Python，C++,12,本科,1-3年,8,5,汽车零部件,未融资,100-499人
437,嵌入式软件测试工程师,10.0,北京,五险一金，带薪年假，员工旅游，年终奖,云海商通,嵌入式测试，Java，C++，计算机相关专业，通信相关专业,13,本科,1-3年,4,5,计算机软件,未融资,20-99人
438,分析仪器测试工程师,5.0,石家庄,,优谱通用,功能测试，性能测试，系统测试,12,大专,1-3年,0,3,仪器仪表/工业自动化,未知,20-99人
439,测试工程师/售后技术支持工程师,6.0,嘉兴,全勤奖，年终奖，节日福利,费莱,性能测试,12,中专/中技,1-3年,3,1,机械设备/机电/重工,未知,100-499人
440,嵌入式软件测试工程师,12.5,合肥,绩效奖金，节日福利，员工旅游，交通补助，员工宿舍，包住，免费班车，节假日加班费，定期体检，加班补助，年终奖，通讯补贴，团建聚餐，五险一金，补充医疗保险，工龄奖，餐补，包吃，宿舍有空调，带薪年假,阳光电源股份有限公司,通信相关专业，测试工作经验，嵌入式测试,15,本科,3-5年,20,3,新能源,已上市,1000-9999人
441,无人驾驶测试工程师,7.5,乌兰察布,意外险，法定节假日三薪，工龄奖，年终奖，全勤奖，定期体检，补充医疗保险，包住,鸿安达,计算机相关专业，通信相关专业，无人驾驶，Linux，矿卡,12,本科,经验不限,8,5,计算机软件,未融资,20-99人
442,测试工程师-营销系统-P6516R,17.5,武汉,节日福利，住房补贴，入职补贴2k，免费班车，年终奖，五险一金，加班补助，包吃，零食下午茶，员工旅游，重大消息，带薪年假，股票期权，全勤奖，游泳池，交通补助，补充医疗保险，餐补，定期体检，通讯补贴,美的,五险一金，管理规范，餐费贴补，岗位晋升,15,本科,3-5年,20,4,其他行业,已上市,10000人以上
443,总部-测试工程师（电气专业应届生）,8.5,厦门,年终奖，员工旅游，免费班车，带薪年假，补充医疗保险，定期体检，五险一金，加班补助，包吃,宏发股份,功能测试，性能测试,14,本科,经验不限,9,2,仪器仪表/工业自动化,未融资,未知
444,调试工程师,7.5,银川,包吃，节日福利，年终奖，加班补助，五险一金，餐补，定期体检,小牛自动化,自动化测试，性能测试,12,大专,经验不限,7,2,新能源,未知,1000-9999人
445,软件测试工程师,9.5,宿迁,绩效奖金，生日福利，节日福利，工龄奖，年终奖，定期体检，零食下午茶，五险一金，股票期权，带薪年假，员工旅游,江苏联康信息股份...,C++,12,大专,1-3年,11,1,电子/半导体/集成电路,A轮,100-499人
446,软件测试工程师,20.0,宁波,五险一金，定期体检，交通补助，年终奖，住房补贴，带薪年假，团建聚餐，意外险，员工旅游，节日福利，餐补，通讯补贴，生日福利，免费工装,均胜新能源研究院,掌握软件测试理论和流程，测试工作经验,15,本科,5-10年,14,2,汽车零部件,未知,100-499人
447,软件测试工程师,12.5,北京,五险一金，定期体检，带薪年假，节日福利,正和恒基,自动化测试，性能测试，功能测试，黑盒测试,12,本科,3-5年,4,4,工程施工,未融资,500-999人
448,软件测试工程师,11.5,北京,餐补，节日福利，补充医疗保险，生日福利，五险一金，定期体检，带薪年假，员工旅游，年终奖，意外险，零食下午茶,中科江南,自动化测试，性能测试，Oracle，功能测试，接口测试，Linux,12,本科,1-3年,11,6,计算机软件,已上市,1000-9999人
449,软件测试工程师,13.5,杭州,股票期权，住房补贴，节日福利，带薪年假，员工旅游，定期体检，交通补助，餐补，补充医疗保险，五险一金，年终奖，通讯补贴,浙江大华,Python，计算机相关专业，测试工作经验,14,本科,3-5年,12,3,计算机软件,已上市,1000-9999人
450,软件测试工程师,10.0,深圳,员工旅游，补充医疗保险，加班补助，节日福利，年终奖，五险一金，全勤奖，带薪年假,科曼医疗,功能测试，性能测试，计算机相关专业，测试工作经验,15,本科,经验不限,8,4,医疗健康,不需要融资,1000-9999人
451,软件测试工程师,11.5,保定,通讯补贴，定期体检，免费班车，节日福利，零食下午茶，补充医疗保险，交通补助，加班补助，带薪年假，生日福利，五险一金，团建活动,软通动力,Python，接口自动化测试，UI自动化测试，测试开发,12,大专,3-5年,12,4,计算机软件,已上市,10000人以上
452,软件测试工程师,25.0,北京,零食下午茶，补充医疗保险，员工旅游，节日福利，年终奖，包吃，定期体检，五险一金，股票期权，免费班车，带薪年假，餐补，交通补助,京东集团,接口测试，性能测试，自动化测试，功能测试，Linux，Shell,16,本科,5-10年,13,6,电子商务,已上市,10000人以上
453,软件测试工程师,8.5,菏泽,生日福利，加班补助，免费工装，员工旅游，五险一金，交通补助，包住，团建聚餐，宿舍有空调，包吃，节假日加班费，定期体检,精进电动,C语言，Simulink，Polyspace,12,硕士,在校/应届,12,3,汽车零部件,未融资,500-999人
454,软件测试工程师,15.0,深圳,节日福利，零食下午茶，五险一金，带薪年假,博奥特,MySQL，JMeter，Linux，Jmeter,12,本科,1-3年,4,4,移动互联网,不需要融资,500-999人
455,软件测试工程师,5.0,桂林,生日福利，节日福利，有无线网，五险一金，团建聚餐，带薪年假，绩效奖金，全勤奖，零食下午茶，定期体检，股票期权，加班补助，员工旅游，年终奖,金铱星科技,性能测试，测试开发，软件测试,12,本科,1-3年,14,3,计算机软件,天使轮,0-20人
456,软件测试工程师,6.0,南宁,,咪付(广西),自动化测试，软件测试,12,本科,3-5年,0,2,互联网,A轮,20-99人
457,软件测试工程师,11.5,杭州,餐补，周末双休，带薪年假，定期体检，专属核酸检测，交通补助，领导nice，节日福利，零食下午茶，五险一金，加班补助，年终奖，员工旅游，扁平化管理，绩效奖金，偶尔加班,InShot影笑,功能测试经验，掌握软件测试理论和流程，APP测试，测试用例,12,大专,1-3年,16,4,移动互联网,不需要融资,100-499人
458,调试工程师,8.5,成都,交通补助，带薪年假，住房补贴，年终奖，餐补，通讯补贴，五险一金，全勤奖，节日福利，股票期权，定期体检,奇径科技,功能测试，压力测试，性能测试，测试工作经验，AC/DC,13,本科,1-3年,11,5,电子/半导体/集成电路,未融资,0-20人
459,软件测试,12.5,杭州,带薪年假，餐补，补充医疗保险，交通补助，节假日礼品，加班补助，通讯补贴，定期体检，节日福利，免费班车，实习生提供住，员工旅游，年终奖，五险一金,聚光科技,测试工程师，软件测试，系统测试，容器技术,15,本科,3-5年,14,4,仪器仪表/工业自动化,已上市,未知
460,软件测试,8.5,南京,,租房配,Java，MySQL，REST Assured，计算机相关专业,12,本科,经验不限,0,4,计算机服务,未知,0-20人
461,软件测试,5.0,大连,,仁源计算机,功能测试，性能测试，自动化测试,12,大专,经验不限,0,3,计算机软件,未知,20-99人
462,软件测试,5.5,武汉,,湖北一颗麦穗信息技术,软件测试，接口测试,12,大专,1-3年,0,2,移动互联网,未融资,20-99人
463,软件测试,10.0,杭州,五险一金，节日福利，定期体检，补充医疗保险，带薪年假,武汉佰钧成技术,功能测试，性能测试，自动化测试，Python，Java，Shell,12,大专,3-5年,5,6,计算机软件,不需要融资,1000-9999人
464,软件测试,8.0,苏州,,量子方舟,软件测试,12,本科,1-3年,0,1,计算机软件,未融资,20-99人
465,软件测试,20.0,长沙,年终奖，员工旅游，股票期权，餐补，定期体检，零食下午茶，补充医疗保险，加班补助，节日福利，五险一金,华为,功能测试，自动化测试,12,本科,3-5年,10,2,计算机软件,不需要融资,10000人以上
466,软件测试,12.5,深圳,加班补助，五险一金，带薪年假，补充医疗保险，节日福利，定期体检,亿达信息,自动化测试，Selenium，JMeter，Postman,13,本科,3-5年,6,4,计算机软件,不需要融资,1000-9999人
467,软件测试,12.0,南京,五险一金，加班补助，年终奖，带薪年假，餐补，节日福利，通讯补贴，交通补助,苏宁易购,接口测试，功能测试，系统测试，接口自动化测试，软件测试,12,本科,3-5年,8,5,电子商务,已上市,10000人以上
468,软件测试,15.0,上海,零食下午茶，员工旅游，五险一金，加班补助，带薪年假，年终奖,驿氪EZR,自动化测试，功能测试，性能测试，Python，Postman,13,本科,3-5年,6,5,移动互联网,B轮,100-499人
